1	Alabama	14-0	0	-	vs #2TexasW37-21	-
2	Texas	13-1	0	-	vs #1AlabamaL37-21	-
3	Florida	13-1	0	-	vs #8CincinnatiW51-24	-
4	Boise State	14-0	0	-	vs #6TCUW17-10	-
5	Ohio State	11-2	0	-	vs #11OregonW26-17	-
6	TCU	12-1	0	-	vs #4Boise StateL17-10	-
7	Iowa	11-2	0	-	vs #13Georgia TechW24-14	-
8	Cincinnati	12-1	0	-	vs #3FloridaL51-24	-
9	Penn State	11-2	0	-	vs #17LSUW19-17	-
10	Virginia Tech	10-3	0	-	vsTennesseeW37-14	-
11	Oregon	10-3	0	-	vs #5Ohio StateL26-17	-
12	BYU	11-2	0	-	vsOregon StateW44-20	-
13	Georgia Tech	11-3	0	-	vs #7IowaL24-14	-
14	Nebraska	10-4	0	-	vsArizonaW33-0	-
15	Pittsburgh	10-3	0	-	vsNorth CarolinaW19-17	-
16	Wisconsin	10-3	0	-	vs #19MiamiW20-14	-
17	LSU	9-4	0	-	vs #9Penn StateL19-17	-
18	Utah	10-3	0	-	vsCaliforniaW37-27	-
19	Miami	9-4	0	-	vs #16WisconsinL20-14	-
20	Ole Miss	9-4	0	NR	vsOklahoma StateW21-7	-
21	Texas Tech	9-4	0	NR	vsMichigan StateW41-31	-
22	USC	9-4	0	NR	vsBoston CollegeW24-13	-
23	Central Michigan	12-2	0	-	vsTroyW44-41	-
24	Clemson	9-5	0	NR	vsKentuckyW21-13	-
