1	Aug 28, 2004	Sat	Miami (OH)	49		Indiana State	0	
1	Aug 28, 2004	Sat	(1) Southern California	24	N	Virginia Tech	13	
2	Sep 2, 2004	Thu	Arizona State	41		Texas-El Paso	9	
2	Sep 2, 2004	Thu	Boston College	19	@	Ball State	11	
2	Sep 2, 2004	Thu	Eastern Michigan	37		Buffalo	34	
2	Sep 2, 2004	Thu	Texas Christian	48		Northwestern	45	
2	Sep 2, 2004	Thu	(20) Utah	41		Texas A&M	21	
2	Sep 2, 2004	Thu	Western Michigan	42		Tennessee-Martin	0	
2	Sep 3, 2004	Fri	Washington State	21	@	New Mexico	17	
2	Sep 4, 2004	Sat	Alabama	48		Utah State	17	
2	Sep 4, 2004	Sat	Alabama-Birmingham	56		Baylor	14	
2	Sep 4, 2004	Sat	Arizona	21		Northern Arizona	3	
2	Sep 4, 2004	Sat	Arkansas	63		New Mexico State	13	
2	Sep 4, 2004	Sat	(17) Auburn	31		Louisiana-Monroe	0	
2	Sep 4, 2004	Sat	Boise State	65		Idaho	7	
2	Sep 4, 2004	Sat	Brigham Young	20		Notre Dame	17	
2	Sep 4, 2004	Sat	(12) California	56	@	Air Force	14	
2	Sep 4, 2004	Sat	(15) Clemson	37		Wake Forest	30	
2	Sep 4, 2004	Sat	Colorado	27		Colorado State	24	
2	Sep 4, 2004	Sat	Connecticut	52		Murray State	14	
2	Sep 4, 2004	Sat	Florida Atlantic	35	@	Hawaii	28	
2	Sep 4, 2004	Sat	(3) Georgia	48		Georgia Southern	28	
2	Sep 4, 2004	Sat	Georgia Tech	28		Samford	7	
2	Sep 4, 2004	Sat	Illinois	52		Florida A&M	13	
2	Sep 4, 2004	Sat	Indiana	41		Central Michigan	10	
2	Sep 4, 2004	Sat	(19) Iowa	39		Kent State	7	
2	Sep 4, 2004	Sat	Iowa State	23		Northern Iowa	0	
2	Sep 4, 2004	Sat	Kansas	21		Tulsa	3	
2	Sep 4, 2004	Sat	(13) Kansas State	27		Western Kentucky	13	
2	Sep 4, 2004	Sat	Louisiana	14		Northwestern State	7	
2	Sep 4, 2004	Sat	(4) Louisiana State	22		Oregon State	21	
2	Sep 4, 2004	Sat	(22) Maryland	23		Northern Illinois	20	
2	Sep 4, 2004	Sat	Memphis	20	@	Mississippi	13	
2	Sep 4, 2004	Sat	(8) Michigan	43		Miami (OH)	10	
2	Sep 4, 2004	Sat	(25) Minnesota	63		Toledo	21	
2	Sep 4, 2004	Sat	Mississippi State	28		Tulane	7	
2	Sep 4, 2004	Sat	(18) Missouri	52		Arkansas State	20	
2	Sep 4, 2004	Sat	Navy	27		Duke	12	
2	Sep 4, 2004	Sat	Nebraska	56		Western Illinois	17	
2	Sep 4, 2004	Sat	North Carolina	49		William & Mary	38	
2	Sep 4, 2004	Sat	North Carolina State	42		Richmond	0	
2	Sep 4, 2004	Sat	Ohio	42		Virginia Military Institute	14	
2	Sep 4, 2004	Sat	(9) Ohio State	27		Cincinnati	6	
2	Sep 4, 2004	Sat	(2) Oklahoma	40		Bowling Green	24	
2	Sep 4, 2004	Sat	Oklahoma State	31	@	UCLA	20	
2	Sep 4, 2004	Sat	Penn State	48		Akron	10	
2	Sep 4, 2004	Sat	Rutgers	19		Michigan State	14	
2	Sep 4, 2004	Sat	San Diego State	38		Idaho State	21	
2	Sep 4, 2004	Sat	South Carolina	31	@	Vanderbilt	6	
2	Sep 4, 2004	Sat	Stanford	43		San Jose State	3	
2	Sep 4, 2004	Sat	(7) Texas	65		North Texas	0	
2	Sep 4, 2004	Sat	Texas Tech	27	@	Southern Methodist	13	
2	Sep 4, 2004	Sat	Troy	17	@	Marshall	15	
2	Sep 4, 2004	Sat	(16) Virginia	44	@	Temple	14	
2	Sep 4, 2004	Sat	(10) West Virginia	56		East Carolina	23	
2	Sep 4, 2004	Sat	(21) Wisconsin	34		Central Florida	6	
2	Sep 4, 2004	Sat	Wyoming	53		Appalachian State	7	
2	Sep 5, 2004	Sun	Fresno State	35	@	Washington	16	
2	Sep 5, 2004	Sun	Louisville	28		Kentucky	0	
2	Sep 5, 2004	Sun	(24) Purdue	51		Syracuse	0	
2	Sep 5, 2004	Sun	Rice	10	N	Houston	7	
2	Sep 5, 2004	Sun	(14) Tennessee	42		Nevada-Las Vegas	17	
2	Sep 6, 2004	Mon	Louisiana Tech	38		Nevada	21	
3	Sep 9, 2004	Thu	Troy	24		(19) Missouri	14	
3	Sep 10, 2004	Fri	Boise State	53		Oregon State	34	
3	Sep 10, 2004	Fri	(5) Miami (FL)	16		(4) Florida State	10	
3	Sep 11, 2004	Sat	Air Force	42		Eastern Washington	20	
3	Sep 11, 2004	Sat	Alabama	28		Mississippi	7	
3	Sep 11, 2004	Sat	Arizona State	30	@	Northwestern	21	
3	Sep 11, 2004	Sat	(18) Auburn	43	@	Mississippi State	14	
3	Sep 11, 2004	Sat	Baylor	24		Texas State	17	
3	Sep 11, 2004	Sat	Boston College	21		Penn State	7	
3	Sep 11, 2004	Sat	Bowling Green	49		Southeast Missouri State	10	
3	Sep 11, 2004	Sat	(12) California	41		New Mexico State	14	
3	Sep 11, 2004	Sat	Cincinnati	45		Miami (OH)	26	
3	Sep 11, 2004	Sat	Colorado	20	@	Washington State	12	
3	Sep 11, 2004	Sat	Connecticut	22		Duke	20	
3	Sep 11, 2004	Sat	(11) Florida	49		Eastern Michigan	10	
3	Sep 11, 2004	Sat	Florida Atlantic	20	@	North Texas	13	
3	Sep 11, 2004	Sat	Florida International	22	@	Youngstown State	16	
3	Sep 11, 2004	Sat	Fresno State	45	@	(13) Kansas State	21	
3	Sep 11, 2004	Sat	(3) Georgia	20	@	South Carolina	16	
3	Sep 11, 2004	Sat	Georgia Tech	28	@	(20) Clemson	24	
3	Sep 11, 2004	Sat	Indiana	30	@	(24) Oregon	24	
3	Sep 11, 2004	Sat	(16) Iowa	17		Iowa State	10	
3	Sep 11, 2004	Sat	Kansas	63		Toledo	14	
3	Sep 11, 2004	Sat	Kent State	38		Liberty	10	
3	Sep 11, 2004	Sat	(6) Louisiana State	53		Arkansas State	3	
3	Sep 11, 2004	Sat	Louisiana Tech	24		Louisiana	20	
3	Sep 11, 2004	Sat	Louisville	52	@	Army	21	
3	Sep 11, 2004	Sat	(23) Maryland	45		Temple	22	
3	Sep 11, 2004	Sat	Memphis	52		Chattanooga	21	
3	Sep 11, 2004	Sat	Michigan State	24		Central Michigan	7	
3	Sep 11, 2004	Sat	Middle Tennessee State	31	@	Akron	24	
3	Sep 11, 2004	Sat	(22) Minnesota	37		Illinois State	21	
3	Sep 11, 2004	Sat	Navy	28		Northeastern	24	
3	Sep 11, 2004	Sat	Nevada	59		Sacramento State	7	
3	Sep 11, 2004	Sat	New Hampshire	35	@	Rutgers	24	
3	Sep 11, 2004	Sat	New Mexico	27		Texas Tech	24	
3	Sep 11, 2004	Sat	Northern Illinois	23		Southern Illinois	22	
3	Sep 11, 2004	Sat	Notre Dame	28		(8) Michigan	20	
3	Sep 11, 2004	Sat	(9) Ohio State	24		Marshall	21	
3	Sep 11, 2004	Sat	(2) Oklahoma	63		Houston	13	
3	Sep 11, 2004	Sat	Oklahoma State	38		Tulsa	21	
3	Sep 11, 2004	Sat	Pittsburgh	24		Ohio	3	
3	Sep 11, 2004	Sat	(25) Purdue	59		Ball State	7	
3	Sep 11, 2004	Sat	South Florida	21		Tennessee Tech	7	
3	Sep 11, 2004	Sat	(1) Southern California	49		Colorado State	0	
3	Sep 11, 2004	Sat	Southern Mississippi	21	@	Nebraska	17	
3	Sep 11, 2004	Sat	Stanford	37		Brigham Young	10	
3	Sep 11, 2004	Sat	Syracuse	37	@	Buffalo	17	
3	Sep 11, 2004	Sat	(7) Texas	22	@	Arkansas	20	
3	Sep 11, 2004	Sat	Texas A&M	31		Wyoming	0	
3	Sep 11, 2004	Sat	Texas Christian	44		Southern Methodist	0	
3	Sep 11, 2004	Sat	Texas-El Paso	32		Weber State	0	
3	Sep 11, 2004	Sat	Tulane	39		Florida A&M	19	
3	Sep 11, 2004	Sat	UCLA	35	@	Illinois	17	
3	Sep 11, 2004	Sat	(17) Utah	23	@	Arizona	6	
3	Sep 11, 2004	Sat	Utah State	14		Idaho	7	
3	Sep 11, 2004	Sat	(15) Virginia	56		North Carolina	24	
3	Sep 11, 2004	Sat	Virginia Tech	63		Western Michigan	0	
3	Sep 11, 2004	Sat	Wake Forest	31	@	East Carolina	17	
3	Sep 11, 2004	Sat	(10) West Virginia	45	@	Central Florida	20	
3	Sep 11, 2004	Sat	(21) Wisconsin	18		Nevada-Las Vegas	3	
4	Sep 17, 2004	Fri	Boston College	27		Connecticut	7	
4	Sep 18, 2004	Sat	Air Force	27	@	Nevada-Las Vegas	10	
4	Sep 18, 2004	Sat	Alabama	52		Western Carolina	0	
4	Sep 18, 2004	Sat	Arizona State	44		(16) Iowa	7	
4	Sep 18, 2004	Sat	Arkansas	49		Louisiana-Monroe	20	
4	Sep 18, 2004	Sat	(14) Auburn	10		(5) Louisiana State	9	
4	Sep 18, 2004	Sat	(23) Boise State	47	@	Texas-El Paso	31	
4	Sep 18, 2004	Sat	Central Michigan	44		Southeast Missouri State	27	
4	Sep 18, 2004	Sat	Colorado	52		North Texas	21	
4	Sep 18, 2004	Sat	Florida Atlantic	27	@	Middle Tennessee State	20	
4	Sep 18, 2004	Sat	(8) Florida State	34		Alabama-Birmingham	7	
4	Sep 18, 2004	Sat	(19) Fresno State	27		Portland State	17	
4	Sep 18, 2004	Sat	(3) Georgia	13		Marshall	3	
4	Sep 18, 2004	Sat	Houston	35		Army	21	
4	Sep 18, 2004	Sat	Illinois	30		Western Michigan	27	
4	Sep 18, 2004	Sat	Iowa State	48		Northern Illinois	41	
4	Sep 18, 2004	Sat	Kansas State	40		Louisiana	20	
4	Sep 18, 2004	Sat	Kentucky	51		Indiana	32	
4	Sep 18, 2004	Sat	Maine	9	@	Mississippi State	7	
4	Sep 18, 2004	Sat	(25) Memphis	47	@	Arkansas State	35	
4	Sep 18, 2004	Sat	(4) Miami (FL)	48		Louisiana Tech	0	
4	Sep 18, 2004	Sat	Miami (OH)	40		Ohio	20	
4	Sep 18, 2004	Sat	(17) Michigan	24		San Diego State	21	
4	Sep 18, 2004	Sat	(22) Minnesota	34	@	Colorado State	16	
4	Sep 18, 2004	Sat	Mississippi	26		Vanderbilt	23	
4	Sep 18, 2004	Sat	Missouri	48		Ball State	0	
4	Sep 18, 2004	Sat	Navy	29	@	Tulsa	0	
4	Sep 18, 2004	Sat	Nebraska	24	@	Pittsburgh	17	
4	Sep 18, 2004	Sat	Nevada	38		Buffalo	13	
4	Sep 18, 2004	Sat	New Mexico State	22		Troy	18	
4	Sep 18, 2004	Sat	North Carolina	34		Georgia Tech	13	
4	Sep 18, 2004	Sat	Northwestern	20		Kansas	17	
4	Sep 18, 2004	Sat	Notre Dame	31	@	Michigan State	24	
4	Sep 18, 2004	Sat	(9) Ohio State	22	@	North Carolina State	14	
4	Sep 18, 2004	Sat	(2) Oklahoma	31		Oregon	7	
4	Sep 18, 2004	Sat	Oklahoma State	59		Southern Methodist	7	
4	Sep 18, 2004	Sat	Oregon State	17		New Mexico	7	
4	Sep 18, 2004	Sat	Penn State	37		Central Florida	13	
4	Sep 18, 2004	Sat	Rice	41		Hawaii	29	
4	Sep 18, 2004	Sat	Rutgers	29		Kent State	21	
4	Sep 18, 2004	Sat	San Jose State	47		Morgan State	28	
4	Sep 18, 2004	Sat	South Carolina	34		South Florida	3	
4	Sep 18, 2004	Sat	(1) Southern California	42	@	Brigham Young	10	
4	Sep 18, 2004	Sat	Syracuse	19		Cincinnati	7	
4	Sep 18, 2004	Sat	Temple	38		Florida A&M	7	
4	Sep 18, 2004	Sat	(13) Tennessee	30		(11) Florida	28	
4	Sep 18, 2004	Sat	Texas A&M	27		Clemson	6	
4	Sep 18, 2004	Sat	Texas Tech	70		Texas Christian	35	
4	Sep 18, 2004	Sat	Toledo	42	@	Eastern Michigan	32	
4	Sep 18, 2004	Sat	UCLA	37	@	Washington	31	
4	Sep 18, 2004	Sat	(15) Utah	48	@	Utah State	6	
4	Sep 18, 2004	Sat	(12) Virginia	51		Akron	0	
4	Sep 18, 2004	Sat	Virginia Tech	41		Duke	17	
4	Sep 18, 2004	Sat	Wake Forest	42		North Carolina A&T	3	
4	Sep 18, 2004	Sat	Washington State	49		Idaho	8	
4	Sep 18, 2004	Sat	(7) West Virginia	19		(21) Maryland	16	
4	Sep 18, 2004	Sat	(20) Wisconsin	9	@	Arizona	7	
