1	Alabama	13-1	0	-	vs #4Notre DameW42-14	-
2	Oregon	12-1	0	-	vs #12Kansas StateW35-17	-
3	Ohio State	12-0	0	-	-	-
4	Notre Dame	12-1	0	-	vs #1AlabamaL42-14	-
5	Georgia	12-2	0	-	vs #25NebraskaW45-31	-
	Texas A&M	11-2	0	-	vs #15OklahomaW41-13	-
7	Stanford	12-2	0	-	vsWisconsinW20-14	-
8	South Carolina	11-2	0	-	vs #24MichiganW33-28	-
9	Florida	11-2	0	-	vs #13LouisvilleL33-23	-
10	Florida State	12-2	0	-	vs #22Northern IllinoisW31-10	-
11	Clemson	11-2	0	-	vs #14LSUW25-24	-
12	Kansas State	11-2	0	-	vs #2OregonL35-17	-
13	Louisville	11-2	0	-	vs #9FloridaW33-23	-
14	LSU	10-3	0	-	vs #11ClemsonL25-24	-
15	Oklahoma	10-3	0	-	vs #5Texas A&ML41-13	-
16	Utah State	11-2	0	-	vsToledoW41-15	-
17	Northwestern	10-3	0	-	vsMississippi StateW34-20	-
18	Boise State	11-2	0	-	vsWashingtonW28-26	-
19	Texas	9-4	0	NR	vs #20Oregon StateW31-27	-
20	Oregon State	9-4	0	-	vs #19TexasL31-27	-
21	San Jose State	11-2	0	-	vsBowling GreenW29-20	-
22	Northern Illinois	12-2	0	-	vs #10Florida StateL31-10	-
23	Vanderbilt	9-4	0	NR	vsNC StateW38-24	-
24	Michigan	8-5	0	-	vs #8South CarolinaL33-28	-
