Hawaii	1946.4805948524247
OhioState	1921.1505703109083
VirginiaTech	1919.2920711001457
LouisianaState	1902.0103119159266
Missouri	1898.1961689588136
Georgia	1881.5245255293864
Oklahoma	1878.8242423202255
Kansas	1875.2264016307392
WestVirginia	1837.6591603623494
BrighamYoung	1836.79147700507
Florida	1828.751537209496
BostonCollege	1827.2887217601171
SouthernCalifornia	1812.5806021054025
Illinois	1803.5329666280136
Clemson	1779.0056012375414
Texas	1776.6231945574823
Tennessee	1774.1550232580091
SouthFlorida	1771.862956909727
Cincinnati	1767.5788091426496
ArizonaState	1759.4484997956265
Wisconsin	1757.7084842247457
Auburn	1746.7559845421845
OregonState	1743.6990127988342
Virginia	1742.8673895738693
WakeForest	1731.4532545730322
PennState	1728.3817698648716
Michigan	1727.7894022434189
Arkansas	1716.7558592509233
Utah	1704.5441642867881
Connecticut	1701.7062891550318
MississippiState	1697.2785103935282
AirForce	1692.9858332932183
BoiseState	1690.0194096756902
CentralFlorida	1685.500394385363
Oregon	1684.968490118819
Kentucky	1674.8181742216914
FloridaState	1655.234478440116
TexasTech	1654.8326060206891
Troy	1645.4164176882384
NorthDakota State	1644.6118621728479
NewMexico	1643.34019329774
TexasA&M	1643.1674304808919
AppalachianState	1642.9366283906536
GeorgiaTech	1629.7550283982123
Tulsa	1628.9989943678747
FresnoState	1626.0158207817105
Alabama	1625.0529469836035
MichiganState	1624.8655428830211
OklahomaState	1621.582540516128
Delaware	1618.2100637234814
EastCarolina	1615.8835382864997
Purdue	1615.0835282666424
TexasChristian	1614.4748982498422
Rutgers	1613.2125498290377
SouthCarolina	1605.915738101932
FloridaAtlantic	1605.6723100256963
Louisville	1590.9528127231488
Indiana	1590.1516436939637
Maryland	1576.001467184702
NorthernIowa	1575.2589347031328
BowlingGreen	1572.920616288247
NewHampshire	1569.009416695772
McNeeseState	1566.7297787088053
Navy	1564.1171642817155
UCLA	1563.8883869740914
SouthernIllinois	1551.8748676015116
Colorado	1546.4211721996096
BallState	1546.171087263678
NorthCarolina State	1544.72679238642
Arizona	1540.5885653133548
CentralMichigan	1537.4243806405839
Nebraska	1535.5273708559441
California	1532.5061366716368
Vanderbilt	1525.485259609562
Pittsburgh	1525.114345204531
Northwestern	1523.5352559512544
Houston	1520.5922080208659
WesternKentucky	1516.319759396426
Iowa	1509.7359719480899
WashingtonState	1498.5515053580748
Louisiana-Monroe	1498.418260436998
KansasState	1488.2115832246432
SouthernMississippi	1488.1680414158216
CharlestonSouthern	1460.1949195865943
NorthernColorado	1457.7933116972517
IllinoisState	1455.624822051309
YoungstownState	1454.8414189485552
William& Mary	1454.5517870109907
Massachusetts	1450.9850537782504
Washington	1449.4776236617372
EasternWashington	1448.7367615716885
Wyoming	1444.3459188998982
NorthCarolina	1443.6132805012244
NichollsState	1442.6048038050803
Furman	1442.3496760013618
Nevada	1440.2324174287323
WesternIllinois	1439.823813673267
Citadel	1439.5684844650043
SoutheastMissouri State	1439.3616381611362
Elon	1438.3758793253317
TennesseeTech	1437.639626088299
IdahoState	1435.5601370096224
WeberState	1432.1982007630652
Maine	1430.3422111686814
Miami	1429.759687890966
Ohio	1428.9296558955223
SanDiego State	1426.4946599643997
WesternMichigan	1425.0297469024463
Memphis	1424.9610889244746
MiddleTennessee State	1424.7662069392431
Stanford	1422.2405426163298
NorfolkState	1419.8539542209423
EasternIllinois	1418.3688170212436
Samford	1418.3364300213618
MontanaState	1417.0042113048205
SanJose State	1415.2569166782937
SamHouston	1415.23059488572
LouisianaTech	1413.7174390581758
Toledo	1408.4265763361177
MurrayState	1408.393689516248
MoreheadState	1406.893106892775
Mississippi	1405.1359254211523
NorthCarolina Central	1404.7766069960912
Villanova	1404.0243603645742
WestVirginia Tech	1401.5679570167379
Northeastern	1399.150954147468
NorthernArizona	1397.0890268820024
NotreDame	1396.9032918450368
Tennessee-Martin	1396.6322933287697
Wofford	1394.9652203444934
Richmond	1394.4334210575262
IowaState	1392.4050612235546
MissouriState	1390.4368110835037
Buffalo	1383.5140162596217
JacksonvilleState	1381.281944115545
CentralArkansas	1381.027316006755
JamesMadison	1379.8405493665205
CentralConnecticut State	1378.0764239839696
WesternCarolina	1376.925193013867
California-Davis	1375.647845761148
Liberty	1374.0108887756096
PortlandState	1373.8968452853658
ArkansasState	1366.7957663740708
Howard	1366.3686232386683
SouthCarolina State	1364.6452229202796
SacramentoState	1363.9406990486048
TexasState	1363.553370422353
EasternMichigan	1361.0470871764492
Arkansas-PineBluff	1358.630491738592
RhodeIsland	1355.892238102178
Chattanooga	1355.5201656889535
ColoradoState	1353.013356168175
GeorgiaSouthern	1352.6946586820552
Baylor	1348.5778533578464
DelawareState	1348.4598441282135
EasternKentucky	1347.9022741416993
Akron	1341.913638731004
AlcornState	1339.7343559922726
IndianaState	1339.0562078053645
Gardner-Webb	1338.9783918417354
Marshall	1333.0831388274296
Temple	1328.76462517795
CalPoly	1322.6002150416923
Army	1322.2268692755706
GramblingState	1317.0244384064333
NorthwesternState	1316.8225940952618
Texas-ElPaso	1307.809673615601
Louisiana	1307.26126416194
Tulane	1304.9147503277582
TexasSouthern	1298.152058109145
Syracuse	1296.682302042126
NewMexico State	1277.7408487252017
Rice	1243.9201089644675
Nevada-LasVegas	1241.6477378115844
KentState	1232.3900749007767
SoutheasternLouisiana	1231.6411319323117
Alabama-Birmingham	1227.546569772744
Minnesota	1221.711791584338
UtahState	1200.7374085925658
Duke	1182.7784468513194
NorthernIllinois	1168.0990758194532
NorthTexas	1167.9256385785839
FloridaInternational	1093.4213775010514
SouthernMethodist	1073.9296707064505
Idaho	1072.9351198247482
