1	Aug 28, 2008	Thu	Ball State	48		Northeastern	14	
1	Aug 28, 2008	Thu	Buffalo	42		Texas-El Paso	17	
1	Aug 28, 2008	Thu	Central Michigan	31		Eastern Illinois	12	
1	Aug 28, 2008	Thu	Cincinnati	40		Eastern Kentucky	7	
1	Aug 28, 2008	Thu	Connecticut	35		Hofstra	3	
1	Aug 28, 2008	Thu	Eastern Michigan	52		Indiana State	0	
1	Aug 28, 2008	Thu	Georgia Tech	41		Jacksonville State	14	
1	Aug 28, 2008	Thu	Iowa State	44		South Dakota State	17	
1	Aug 28, 2008	Thu	Miami (FL)	52		Charleston Southern	7	
1	Aug 28, 2008	Thu	South Carolina	34		North Carolina State	0	
1	Aug 28, 2008	Thu	Stanford	36		Oregon State	28	
1	Aug 28, 2008	Thu	Troy	31	@	Middle Tennessee State	17	
1	Aug 28, 2008	Thu	Vanderbilt	34	@	Miami (OH)	13	
1	Aug 28, 2008	Thu	(23) Wake Forest	41	@	Baylor	13	
1	Aug 29, 2008	Fri	Rice	56		Southern Methodist	27	
1	Aug 29, 2008	Fri	Temple	35	@	Army	7	
1	Aug 30, 2008	Sat	Air Force	41		Southern Utah	7	
1	Aug 30, 2008	Sat	(24) Alabama	34	N	(9) Clemson	10	
1	Aug 30, 2008	Sat	Arizona	70		Idaho	0	
1	Aug 30, 2008	Sat	(15) Arizona State	30		Northern Arizona	13	
1	Aug 30, 2008	Sat	Arkansas	28		Western Illinois	24	
1	Aug 30, 2008	Sat	Arkansas State	18	@	Texas A&M	14	
1	Aug 30, 2008	Sat	(10) Auburn	34		Louisiana-Monroe	0	
1	Aug 30, 2008	Sat	Boise State	49		Idaho State	7	
1	Aug 30, 2008	Sat	Boston College	21	@	Kent State	0	
1	Aug 30, 2008	Sat	Bowling Green	27	@	(25) Pittsburgh	17	
1	Aug 30, 2008	Sat	(16) Brigham Young	41		Northern Iowa	17	
1	Aug 30, 2008	Sat	Cal Poly	29	@	San Diego State	27	
1	Aug 30, 2008	Sat	California	38		Michigan State	31	
1	Aug 30, 2008	Sat	Central Florida	17		South Carolina State	0	
1	Aug 30, 2008	Sat	Duke	31		James Madison	7	
1	Aug 30, 2008	Sat	East Carolina	27	N	(17) Virginia Tech	22	
1	Aug 30, 2008	Sat	(5) Florida	56		Hawaii	10	
1	Aug 30, 2008	Sat	(1) Georgia	45		Georgia Southern	21	
1	Aug 30, 2008	Sat	Houston	55		Southern	3	
1	Aug 30, 2008	Sat	Indiana	31		Western Kentucky	13	
1	Aug 30, 2008	Sat	Iowa	46		Maine	3	
1	Aug 30, 2008	Sat	(14) Kansas	40		Florida International	10	
1	Aug 30, 2008	Sat	Kansas State	45		North Texas	6	
1	Aug 30, 2008	Sat	(7) Louisiana State	41		Appalachian State	13	
1	Aug 30, 2008	Sat	Louisiana Tech	22		Mississippi State	14	
1	Aug 30, 2008	Sat	Marshall	35		Illinois State	10	
1	Aug 30, 2008	Sat	Maryland	14		Delaware	7	
1	Aug 30, 2008	Sat	Minnesota	31		Northern Illinois	27	
1	Aug 30, 2008	Sat	Mississippi	41		Memphis	24	
1	Aug 30, 2008	Sat	(6) Missouri	52	N	(20) Illinois	42	
1	Aug 30, 2008	Sat	Navy	41		Towson	13	
1	Aug 30, 2008	Sat	Nebraska	47		Western Michigan	24	
1	Aug 30, 2008	Sat	Nevada	49		Grambling State	13	
1	Aug 30, 2008	Sat	Nevada-Las Vegas	27		Utah State	17	
1	Aug 30, 2008	Sat	North Carolina	35		McNeese State	27	
1	Aug 30, 2008	Sat	Northwestern	30		Syracuse	10	
1	Aug 30, 2008	Sat	(2) Ohio State	43		Youngstown State	0	
1	Aug 30, 2008	Sat	(4) Oklahoma	57		Chattanooga	2	
1	Aug 30, 2008	Sat	Oklahoma State	39	@	Washington State	13	
1	Aug 30, 2008	Sat	(21) Oregon	44		Washington	10	
1	Aug 30, 2008	Sat	(22) Penn State	66		Coastal Carolina	10	
1	Aug 30, 2008	Sat	San Jose State	13		California-Davis	10	
