1	Aug 26, 2023	5:30 PM	Sat	Jacksonville State	17		Texas-El Paso	14	
1	Aug 26, 2023	9:00 PM	Sat	Louisiana Tech	22		Florida International	17	
1	Aug 26, 2023	7:00 PM	Sat	Massachusetts	41	@	New Mexico State	30	
1	Aug 26, 2023	2:30 PM	Sat	(13) Notre Dame	42	N	Navy	3	
1	Aug 26, 2023	7:00 PM	Sat	San Diego State	3		Ohio	0	
1	Aug 26, 2023	8:00 PM	Sat	(6) Southern California	56		San Jose State	28	
1	Aug 26, 2023	7:30 PM	Sat	Vanderbilt	35		Hawaii	28	
2	Aug 31, 2023	8:00 PM	Thu	Alabama-Birmingham	35		North Carolina A&T	6	
2	Aug 31, 2023	10:00 PM	Thu	Arizona State	24		Southern Utah	21	
2	Aug 31, 2023	7:00 PM	Thu	Central Florida	56		Kent State	6	
2	Aug 31, 2023	7:00 PM	Thu	Georgia State	42		Rhode Island	35	
2	Aug 31, 2023	8:00 PM	Thu	Minnesota	13		Nebraska	10	
2	Aug 31, 2023	8:00 PM	Thu	Missouri	35		South Dakota	10	
2	Aug 31, 2023	7:30 PM	Thu	North Carolina State	24	@	Connecticut	14	
2	Aug 31, 2023	8:00 PM	Thu	Tulsa	42		Arkansas-Pine Bluff	7	
2	Aug 31, 2023	8:00 PM	Thu	(14) Utah	24		Florida	11	
2	Aug 31, 2023	7:00 PM	Thu	Wake Forest	37		Elon	17	
2	Aug 31, 2023	7:00 PM	Thu	Western Michigan	35		St. Francis (PA)	17	
2	Sep 1, 2023	6:30 PM	Fri	Eastern Michigan	33		Howard	23	
2	Sep 1, 2023	8:00 PM	Fri	Kansas	48		Missouri State	17	
2	Sep 1, 2023	7:30 PM	Fri	Louisville	39	@	Georgia Tech	34	
2	Sep 1, 2023	7:00 PM	Fri	Miami (FL)	38		Miami (OH)	3	
2	Sep 1, 2023	7:00 PM	Fri	Michigan State	31		Central Michigan	7	
2	Sep 1, 2023	11:00 PM	Fri	Stanford	37	@	Hawaii	24	
2	Sep 2, 2023	1:00 PM	Sat	Air Force	42		Robert Morris	7	
2	Sep 2, 2023	7:30 PM	Sat	(4) Alabama	56		Middle Tennessee State	7	
2	Sep 2, 2023	3:30 PM	Sat	Appalachian State	45		Gardner-Webb	24	
2	Sep 2, 2023	10:00 PM	Sat	Arizona	38		Northern Arizona	3	
2	Sep 2, 2023	4:00 PM	Sat	Arkansas	56		Western Carolina	13	
2	Sep 2, 2023	3:30 PM	Sat	Auburn	59		Massachusetts	14	
2	Sep 2, 2023	10:15 PM	Sat	Brigham Young	14		Sam Houston	0	
2	Sep 2, 2023	4:00 PM	Sat	California	58	@	North Texas	21	
2	Sep 2, 2023	6:00 PM	Sat	Charlotte	24		South Carolina State	3	
2	Sep 2, 2023	3:30 PM	Sat	Cincinnati	66		Eastern Kentucky	13	
2	Sep 2, 2023	12:00 PM	Sat	Colorado	45	@	(17) Texas Christian	42	
2	Sep 2, 2023	6:00 PM	Sat	Florida Atlantic	42		Monmouth	20	
2	Sep 2, 2023	6:30 PM	Sat	Florida International	14		Maine	12	
2	Sep 2, 2023	12:00 PM	Sat	Fresno State	39	@	Purdue	35	
2	Sep 2, 2023	6:00 PM	Sat	(1) Georgia	48		Tennessee-Martin	7	
2	Sep 2, 2023	6:00 PM	Sat	Georgia Southern	34		Citadel	0	
2	Sep 2, 2023	7:00 PM	Sat	Houston	17		Texas-San Antonio	14	
2	Sep 2, 2023	7:30 PM	Sat	Illinois	30		Toledo	28	
2	Sep 2, 2023	12:03 PM	Sat	(25) Iowa	24		Utah State	14	
2	Sep 2, 2023	2:00 PM	Sat	Iowa State	30		Northern Iowa	9	
2	Sep 2, 2023	2:00 PM	Sat	Jacksonville State	49		East Tennessee State	3	
2	Sep 2, 2023	6:00 PM	Sat	James Madison	38		Bucknell	3	
2	Sep 2, 2023	7:00 PM	Sat	(16) Kansas State	45		Southeast Missouri State	0	
