,Random Walk,Elo,Bradley-Terry,TTU,AP Poll
Random Walk,0.0,0.7518061263642128,0.839540471388209,0.09683762787845192,0.24136890950663467
Elo,0.7518061263642128,0.0,0.8127322418947451,0.14041381010216206,0.23392723912690455
Bradley-Terry,0.839540471388209,0.8127322418947451,0.0,0.15164165264869284,0.2469885683218949
TTU,0.09683762787845192,0.14041381010216206,0.15164165264869284,0.0,-0.23747278942788394
AP Poll,0.24136890950663467,0.23392723912690455,0.2469885683218949,-0.23747278942788394,0.0
