,Random Walk,Elo,Bradley-Terry,TTU,AP Poll
Random Walk,0.0,0.799612998487717,0.8874849664797151,0.13107418976437094,0.27197176380043786
Elo,0.799612998487717,0.0,0.8043832386668095,0.16036297907600472,0.2499109141089104
Bradley-Terry,0.8874849664797151,0.8043832386668095,0.0,0.12349188934313293,0.30180194265848814
TTU,0.13107418976437094,0.16036297907600472,0.12349188934313293,0.0,-0.07913390649375032
AP Poll,0.27197176380043786,0.2499109141089104,0.30180194265848814,-0.07913390649375032,0.0
