,Random Walk,Elo,Bradley-Terry,TTU,AP Poll
Random Walk,0.0,0.7078985874494821,0.8367377490156329,0.10055364412688991,0.2662320043306932
Elo,0.7078985874494821,0.0,0.766872766493834,0.11242526811167271,0.1753671914893268
Bradley-Terry,0.8367377490156329,0.766872766493834,0.0,0.11706808679063191,0.15347073375576867
TTU,0.10055364412688991,0.11242526811167271,0.11706808679063191,0.0,-0.16594076655052267
AP Poll,0.2662320043306932,0.1753671914893268,0.15347073375576867,-0.16594076655052267,0.0
