2	Aug 31, 2019		Sat	(13) Washington	47		Eastern Washington	14	Husky Stadium - Seattle, Washington
2	Aug 31, 2019		Sat	(23) Washington State	58		New Mexico State	7	Martin Stadium - Pullman, Washington
2	Aug 31, 2019		Sat	West Virginia	20		James Madison	13	Mountaineer Field at Milan Puskar Stadium - Morgantown, West Virginia
2	Aug 31, 2019		Sat	Western Michigan	48		Monmouth	13	Waldo Stadium - Kalamazoo, Michigan
2	Aug 31, 2019		Sat	Wyoming	37		Missouri	31	Jonah Field War Memorial Stadium - Laramie, Wyoming
2	Sep 1, 2019		Sun	(4) Oklahoma	49		Houston	31	Gaylord Family - Oklahoma Memorial Stadium - Norman, Oklahoma
2	Sep 2, 2019		Mon	(9) Notre Dame	35	@	Louisville	17	Cardinal Stadium - Louisville, Kentucky
3	Sep 6, 2019		Fri	Arizona State	19		Sacramento State	7	Sun Devil Stadium - Tempe, Arizona
3	Sep 6, 2019		Fri	(24) Boise State	14		Marshall	7	Albertsons Stadium - Boise, Idaho
3	Sep 6, 2019		Fri	Virginia	52		William & Mary	17	Scott Stadium - Charlottesville, Virginia
3	Sep 6, 2019		Fri	Wake Forest	41	@	Rice	21	Rice Stadium - Houston, Texas
3	Sep 7, 2019		Sat	(2) Alabama	62		New Mexico State	10	Bryant-Denny Stadium - Tuscaloosa, Alabama
3	Sep 7, 2019		Sat	Alabama-Birmingham	31	@	Akron	20	InfoCision Stadium - Akron, Ohio
3	Sep 7, 2019		Sat	Appalachian State	56		Charlotte	41	Kidd Brewer Stadium - Boone, North Carolina
3	Sep 7, 2019		Sat	Arizona	65		Northern Arizona	41	Arizona Stadium - Tucson, Arizona
3	Sep 7, 2019		Sat	Arkansas State	43	@	Nevada-Las Vegas	17	Sam Boyd Stadium - Las Vegas, Nevada
3	Sep 7, 2019		Sat	(10) Auburn	24		Tulane	6	Jordan-Hare Stadium - Auburn, Alabama
3	Sep 7, 2019		Sat	Ball State	57		Fordham	29	Scheumann Stadium - Muncie, Indiana
3	Sep 7, 2019		Sat	Baylor	63		Texas-San Antonio	14	McLane Stadium - Waco, Texas
3	Sep 7, 2019		Sat	Boston College	45		Richmond	13	Alumni Stadium - Chestnut Hill, Massachusetts
3	Sep 7, 2019		Sat	Brigham Young	29	@	Tennessee	26	Neyland Stadium - Knoxville, Tennessee
3	Sep 7, 2019		Sat	California	20	@	(14) Washington	19	Husky Stadium - Seattle, Washington
3	Sep 7, 2019		Sat	(18) Central Florida	48	@	Florida Atlantic	14	FAU Football Stadium - Boca Raton, Florida
3	Sep 7, 2019		Sat	(1) Clemson	24		(12) Texas A&M	10	Clemson Memorial Stadium - Clemson, South Carolina
3	Sep 7, 2019		Sat	Coastal Carolina	12	@	Kansas	7	David Booth Kansas Memorial Stadium - Lawrence, Kansas
3	Sep 7, 2019		Sat	Colorado	34		(25) Nebraska	31	Folsom Field - Boulder, Colorado
3	Sep 7, 2019		Sat	Colorado State	38		Western Illinois	13	Sonny Lubrick Field at Canvas Stadium - Fort Collins, Colorado
3	Sep 7, 2019		Sat	Duke	45		North Carolina A&T	13	Wallace Wade Stadium - Durham, North Carolina
3	Sep 7, 2019		Sat	East Carolina	48		Gardner-Webb	9	Dowdy-Ficklen Stadium - Greenville, North Carolina
3	Sep 7, 2019		Sat	(11) Florida	45		Tennessee-Martin	0	Ben Hill Griffin Stadium - Gainesville, Florida
3	Sep 7, 2019		Sat	Florida State	45		Louisiana-Monroe	44	Doak Campbell Stadium - Tallahassee, Florida
3	Sep 7, 2019		Sat	(3) Georgia	63		Murray State	17	Sanford Stadium - Athens, Georgia
3	Sep 7, 2019		Sat	Georgia Southern	26		Maine	18	Allen E. Paulson Stadium - Statesboro, Georgia
3	Sep 7, 2019		Sat	Georgia State	48		Furman	42	Georgia State Stadium - Atlanta, Georgia
3	Sep 7, 2019		Sat	Georgia Tech	14		South Florida	10	Bobby Dodd Stadium - Atlanta, Georgia
3	Sep 7, 2019		Sat	Hawaii	31		Oregon State	28	Aloha Stadium - Honolulu, Hawaii
3	Sep 7, 2019		Sat	Houston	37		Prairie View A&M	17	TDECU Stadium - Houston, Texas
3	Sep 7, 2019		Sat	Illinois	31	@	Connecticut	23	Pratt & Whitney Stadium at Rentschler Field - East Hartford, Connecticut
3	Sep 7, 2019		Sat	Indiana	52		Eastern Illinois	0	Memorial Stadium "The Rock" - Bloomington, Indiana
3	Sep 7, 2019		Sat	(20) Iowa	30		Rutgers	0	Kinnick Stadium - Iowa City, Iowa
3	Sep 7, 2019		Sat	Kansas State	52		Bowling Green	0	Bill Snyder Family Stadium - Manhattan, Kansas
3	Sep 7, 2019		Sat	Kent State	26		Kennesaw State	23	Dix Stadium - Kent, Ohio
3	Sep 7, 2019		Sat	Kentucky	38		Eastern Michigan	17	Kroger Field - Lexington, Kentucky
3	Sep 7, 2019		Sat	Louisiana	35		Liberty	14	Cajun Field - Lafayette, Louisiana
3	Sep 7, 2019		Sat	(6) Louisiana State	45	@	(9) Texas	38	Darrell K Royal-Texas Memorial Stadium - Austin, Texas
3	Sep 7, 2019		Sat	Louisiana Tech	20		Grambling State	14	Joe Aillet Stadium - Ruston, Louisiana
3	Sep 7, 2019		Sat	Louisville	42		Eastern Kentucky	0	Cardinal Stadium - Louisville, Kentucky
3	Sep 7, 2019		Sat	Maryland	63		(21) Syracuse	20	Capital One Field at Maryland Stadium - College Park, Maryland
3	Sep 7, 2019		Sat	Memphis	55		Southern	24	Liberty Bowl Memorial Stadium - Memphis, Tennessee
3	Sep 7, 2019		Sat	Miami (OH)	48		Tennessee Tech	17	Fred Yager Stadium - Oxford, Ohio
3	Sep 7, 2019		Sat	(7) Michigan	24		Army	21	Michigan Stadium - Ann Arbor, Michigan
3	Sep 7, 2019		Sat	(19) Michigan State	51		Western Michigan	17	Spartan Stadium - East Lansing, Michigan
3	Sep 7, 2019		Sat	Middle Tennessee State	45		Tennessee State	26	Johnny "Red" Floyd Stadium - Murfreesboro, Tennessee
3	Sep 7, 2019		Sat	Minnesota	38	@	Fresno State	35	Bulldog Stadium - Fresno, California
3	Sep 7, 2019		Sat	Mississippi	31		Arkansas	17	Vaught-Hemingway Stadium - Oxford, Mississippi
3	Sep 7, 2019		Sat	Mississippi State	38		Southern Mississippi	15	Davis Wade Stadium - Starkville, Mississippi
3	Sep 7, 2019		Sat	Missouri	38		West Virginia	7	Faurot Field at Memorial Stadium - Columbia, Missouri
3	Sep 7, 2019		Sat	North Carolina	28		Miami (FL)	25	Kenan Memorial Stadium - Chapel Hill, North Carolina
3	Sep 7, 2019		Sat	North Carolina State	41		Western Carolina	0	Carter-Finley Stadium - Raleigh, North Carolina
3	Sep 7, 2019		Sat	(5) Ohio State	42		Cincinnati	0	Ohio Stadium - Columbus, Ohio
3	Sep 7, 2019		Sat	(4) Oklahoma	70		South Dakota	14	Gaylord Family - Oklahoma Memorial Stadium - Norman, Oklahoma
3	Sep 7, 2019		Sat	Oklahoma State	56		McNeese State	14	Boone Pickens Stadium - Stillwater, Oklahoma
3	Sep 7, 2019		Sat	(16) Oregon	77		Nevada	6	Autzen Stadium - Eugene, Oregon
3	Sep 7, 2019		Sat	(15) Penn State	45		Buffalo	13	Beaver Stadium - University Park, Pennsylvania
3	Sep 7, 2019		Sat	Pittsburgh	20		Ohio	10	Heinz Field - Pittsburgh, Pennsylvania
3	Sep 7, 2019		Sat	Purdue	42		Vanderbilt	24	Ross-Ade Stadium - West Lafayette, Indiana
3	Sep 7, 2019		Sat	San Diego State	23	@	UCLA	14	Rose Bowl - Pasadena, California
3	Sep 7, 2019		Sat	South Alabama	37		Jackson State	14	Ladd-Peebles Stadium - Mobile, Alabama
3	Sep 7, 2019		Sat	South Carolina	72		Charleston Southern	10	Williams-Brice Stadium - Columbia, South Carolina
3	Sep 7, 2019		Sat	Southern California	45		(23) Stanford	20	Los Angeles Memorial Coliseum - Los Angeles, California
3	Sep 7, 2019		Sat	Southern Illinois	45	@	Massachusetts	20	Warren McGuirk Alumni Stadium - Amherst, Massachusetts
3	Sep 7, 2019		Sat	Southern Methodist	49		North Texas	27	Gerald J. Ford Stadium - Dallas, Texas
3	Sep 7, 2019		Sat	Texas Tech	38		Texas-El Paso	3	Jones AT&T Stadium - Lubbock, Texas
3	Sep 7, 2019		Sat	Tulsa	34	@	San Jose State	16	CEFCU Stadium - San Jose, California
3	Sep 7, 2019		Sat	(13) Utah	35		Northern Illinois	17	Rice-Eccles Stadium - Salt Lake City, Utah
3	Sep 7, 2019		Sat	Utah State	62		Stony Brook	7	Merlin Olsen Field at Maverik Stadium - Logan, Utah
3	Sep 7, 2019		Sat	Virginia Tech	31		Old Dominion	17	Lane Stadium - Blacksburg, Virginia
3	Sep 7, 2019		Sat	(22) Washington State	59		Northern Colorado	17	Martin Stadium - Pullman, Washington
3	Sep 7, 2019		Sat	Western Kentucky	20	@	Florida International	14	Riccardo Silva Stadium - Miami, Florida
3	Sep 7, 2019		Sat	(17) Wisconsin	61		Central Michigan	0	Camp Randall Stadium - Madison, Wisconsin
3	Sep 7, 2019		Sat	Wyoming	23	@	Texas State	14	Bobcat Stadium - San Marcos, Texas
4	Sep 13, 2019		Fri	Kansas	48	@	Boston College	24	Alumni Stadium - Chestnut Hill, Massachusetts
4	Sep 13, 2019		Fri	Wake Forest	24		North Carolina	18	BB&T Field - Winston-Salem, North Carolina
4	Sep 13, 2019		Fri	(20) Washington State	31	N	Houston	24	NRG Stadium - Houston, Texas
4	Sep 14, 2019		Sat	Air Force	30	@	Colorado	23	Folsom Field - Boulder, Colorado
4	Sep 14, 2019		Sat	(2) Alabama	47	@	South Carolina	23	Williams-Brice Stadium - Columbia, South Carolina
4	Sep 14, 2019		Sat	Arizona	28		Texas Tech	14	Arizona Stadium - Tucson, Arizona
4	Sep 14, 2019		Sat	Arizona State	10	@	(18) Michigan State	7	Spartan Stadium - East Lansing, Michigan
4	Sep 14, 2019		Sat	Arkansas	55		Colorado State	34	Donald W. Reynolds Razorback Stadium - Fayetteville, Arkansas
4	Sep 14, 2019		Sat	Army	31	@	Texas-San Antonio	13	Alamodome - San Antonio, Texas
4	Sep 14, 2019		Sat	(8) Auburn	55		Kent State	16	Jordan-Hare Stadium - Auburn, Alabama
4	Sep 14, 2019		Sat	(22) Boise State	45		Portland State	10	Albertsons Stadium - Boise, Idaho
4	Sep 14, 2019		Sat	Brigham Young	30		(24) Southern California	27	LaVell Edwards Stadium - Provo, Utah
4	Sep 14, 2019		Sat	California	23		North Texas	17	California Memorial Stadium - Berkeley, California
4	Sep 14, 2019		Sat	(17) Central Florida	45		Stanford	27	Spectrum Stadium - Orlando, Florida
4	Sep 14, 2019		Sat	Central Michigan	45		Akron	24	Kelly/Shorts Stadium - Mount Pleasant, Michigan
4	Sep 14, 2019		Sat	Charlotte	52		Massachusetts	17	Jerry Richardson Stadium - Charlotte, North Carolina
4	Sep 14, 2019		Sat	Cincinnati	35		Miami (OH)	13	Nippert Stadium - Cincinnati, Ohio
4	Sep 14, 2019		Sat	Citadel	27	@	Georgia Tech	24	Bobby Dodd Stadium - Atlanta, Georgia
4	Sep 14, 2019		Sat	(1) Clemson	41	@	Syracuse	6	Carrier Dome - Syracuse, New York
4	Sep 14, 2019		Sat	Coastal Carolina	46		Norfolk State	7	Brooks Stadium - Conway, South Carolina
4	Sep 14, 2019		Sat	Duke	41	@	Middle Tennessee State	18	Johnny "Red" Floyd Stadium - Murfreesboro, Tennessee
4	Sep 14, 2019		Sat	Eastern Michigan	34	@	Illinois	31	Memorial Stadium - Champaign, Illinois
4	Sep 14, 2019		Sat	(9) Florida	29	@	Kentucky	21	Kroger Field - Lexington, Kentucky
4	Sep 14, 2019		Sat	Florida Atlantic	41	@	Ball State	31	Scheumann Stadium - Muncie, Indiana
4	Sep 14, 2019		Sat	Florida International	30		New Hampshire	17	Riccardo Silva Stadium - Miami, Florida
4	Sep 14, 2019		Sat	(3) Georgia	55		Arkansas State	0	Sanford Stadium - Athens, Georgia
4	Sep 14, 2019		Sat	(19) Iowa	18	@	Iowa State	17	Jack Trice Stadium - Ames, Iowa
4	Sep 14, 2019		Sat	Kansas State	31	@	Mississippi State	24	Davis Wade Stadium - Starkville, Mississippi
4	Sep 14, 2019		Sat	Liberty	35		Buffalo	17	Williams Stadium - Lynchburg, Virginia
4	Sep 14, 2019		Sat	Louisiana	77		Texas Southern	6	Cajun Field - Lafayette, Louisiana
4	Sep 14, 2019		Sat	(4) Louisiana State	65		Northwestern State	14	Tiger Stadium - Baton Rouge, Louisiana
4	Sep 14, 2019		Sat	Louisiana Tech	35	@	Bowling Green	7	Doyt Perry Stadium - Bowling Green, Ohio
4	Sep 14, 2019		Sat	Louisville	38	N	Western Kentucky	21	Nissan Stadium - Nashville, Tennessee
4	Sep 14, 2019		Sat	Marshall	33		Ohio	31	Joan C. Edwards Stadium - Huntington, West Virginia
4	Sep 14, 2019		Sat	Memphis	42	@	South Alabama	6	Ladd-Peebles Stadium - Mobile, Alabama
4	Sep 14, 2019		Sat	Miami (FL)	63		Bethune-Cookman	0	Hard Rock Stadium - Miami Gardens, Florida
4	Sep 14, 2019		Sat	Minnesota	35		Georgia Southern	32	TCF Bank Stadium - Minneapolis, Minnesota
4	Sep 14, 2019		Sat	Mississippi	40		Southeastern Louisiana	29	Vaught-Hemingway Stadium - Oxford, Mississippi
4	Sep 14, 2019		Sat	Missouri	50		Southeast Missouri State	0	Memorial Stadium/Faurot Field - Columbia, Missouri
4	Sep 14, 2019		Sat	Navy	42		East Carolina	10	Navy-Marine Corps Memorial Stadium - Annapolis, Maryland
4	Sep 14, 2019		Sat	Nebraska	44		Northern Illinois	8	Memorial Stadium - Lincoln, Nebraska
4	Sep 14, 2019		Sat	Nevada	19		Weber State	13	MacKay Stadium - Reno, Nevada
4	Sep 14, 2019		Sat	Northwestern	30		Nevada-Las Vegas	14	Ryan Field - Evanston, Illinois
4	Sep 14, 2019		Sat	(7) Notre Dame	66		New Mexico	14	Notre Dame Stadium - South Bend, Indiana
4	Sep 14, 2019		Sat	(6) Ohio State	51	@	Indiana	10	Memorial Stadium "The Rock" - Bloomington, Indiana
4	Sep 14, 2019		Sat	(5) Oklahoma	48	@	UCLA	14	Rose Bowl - Pasadena, California
4	Sep 14, 2019		Sat	Oklahoma State	40	@	Tulsa	21	Skelly Field at H.A. Chapman Stadium - Tulsa, Oklahoma
4	Sep 14, 2019		Sat	(15) Oregon	35		Montana	3	Autzen Stadium - Eugene, Oregon
4	Sep 14, 2019		Sat	Oregon State	45		Cal Poly	7	Reser Stadium - Corvallis, Oregon
4	Sep 14, 2019		Sat	(13) Penn State	17		Pittsburgh	10	Beaver Stadium - University Park, Pennsylvania
4	Sep 14, 2019		Sat	San Diego State	31	@	New Mexico State	10	Aggie Memorial Stadium - Las Cruces, New Mexico
4	Sep 14, 2019		Sat	South Florida	55		South Carolina State	16	Raymond James Stadium - Tampa, Florida
4	Sep 14, 2019		Sat	Southern Methodist	47		Texas State	17	Gerald J. Ford Stadium - Dallas, Texas
4	Sep 14, 2019		Sat	Southern Mississippi	47	@	Troy	42	Veterans Memorial Stadium - Troy, Alabama
4	Sep 14, 2019		Sat	Temple	20		(21) Maryland	17	Lincoln Financial Field - Philadelphia, Pennsylvania
4	Sep 14, 2019		Sat	Tennessee	45		Chattanooga	0	Neyland Stadium - Knoxville, Tennessee
4	Sep 14, 2019		Sat	(12) Texas	48	N	Rice	13	NRG Stadium - Houston, Texas
4	Sep 14, 2019		Sat	(16) Texas A&M	62		Lamar	3	Kyle Field - College Station, Texas
4	Sep 14, 2019		Sat	Texas Christian	34	@	Purdue	13	Ross-Ade Stadium - West Lafayette, Indiana
4	Sep 14, 2019		Sat	Toledo	45		Murray State	0	Glass Bowl - Toledo, Ohio
4	Sep 14, 2019		Sat	Tulane	58		Missouri State	6	Yulman Stadium - New Orleans, Louisiana
4	Sep 14, 2019		Sat	(11) Utah	31		Idaho State	0	Rice-Eccles Stadium - Salt Lake City, Utah
4	Sep 14, 2019		Sat	(25) Virginia	31		Florida State	24	Scott Stadium - Charlottesville, Virginia
4	Sep 14, 2019		Sat	Virginia Tech	24		Furman	17	Lane Stadium - Blacksburg, Virginia
4	Sep 14, 2019		Sat	(23) Washington	52		Hawaii	20	Husky Stadium - Seattle, Washington
4	Sep 14, 2019		Sat	West Virginia	44		North Carolina State	27	Mountaineer Field at Milan Puskar Stadium - Morgantown, West Virginia
4	Sep 14, 2019		Sat	Western Michigan	57		Georgia State	10	Waldo Stadium - Kalamazoo, Michigan
4	Sep 14, 2019		Sat	Wyoming	21		Idaho	16	Jonah Field War Memorial Stadium - Laramie, Wyoming
5	Sep 19, 2019		Thu	Tulane	38		Houston	31	Yulman Stadium - New Orleans, Louisiana
5	Sep 20, 2019		Fri	(20) Boise State	30		Air Force	19	Albertsons Stadium - Boise, Idaho
5	Sep 20, 2019		Fri	Louisiana Tech	43		Florida International	31	Joe Aillet Stadium - Ruston, Louisiana
5	Sep 20, 2019		Fri	Southern California	30		(10) Utah	23	Los Angeles Memorial Coliseum - Los Angeles, California
5	Sep 21, 2019		Sat	(2) Alabama	49		Southern Mississippi	7	Bryant-Denny Stadium - Tuscaloosa, Alabama
5	Sep 21, 2019		Sat	Alabama-Birmingham	35		South Alabama	3	Legion Field - Birmingham, Alabama
5	Sep 21, 2019		Sat	Appalachian State	34	@	North Carolina	31	Kenan Memorial Stadium - Chapel Hill, North Carolina
5	Sep 21, 2019		Sat	Arkansas State	41		Southern Illinois	28	Centennial Bank Stadium - Jonesboro, Arkansas
5	Sep 21, 2019		Sat	Army	52		Morgan State	21	Michie Stadium - West Point, New York
5	Sep 21, 2019		Sat	(8) Auburn	28	@	(17) Texas A&M	20	Kyle Field - College Station, Texas
5	Sep 21, 2019		Sat	Baylor	21	@	Rice	13	Rice Stadium - Houston, Texas
5	Sep 21, 2019		Sat	Boston College	30	@	Rutgers	16	SHI Stadium - Piscataway, New Jersey
5	Sep 21, 2019		Sat	Buffalo	38		Temple	22	UB Stadium - Buffalo, New York
5	Sep 21, 2019		Sat	(23) California	28	@	Mississippi	20	Vaught-Hemingway Stadium - Oxford, Mississippi
5	Sep 21, 2019		Sat	(1) Clemson	52		Charlotte	10	Clemson Memorial Stadium - Clemson, South Carolina
5	Sep 21, 2019		Sat	Coastal Carolina	62	@	Massachusetts	28	Warren McGuirk Alumni Stadium - Amherst, Massachusetts
5	Sep 21, 2019		Sat	Colorado	34	@	(24) Arizona State	31	Sun Devil Stadium - Tempe, Arizona
5	Sep 21, 2019		Sat	East Carolina	19		William & Mary	7	Dowdy-Ficklen Stadium - Greenville, North Carolina
5	Sep 21, 2019		Sat	Eastern Michigan	34		Central Connecticut State	29	Rynearson Stadium - Ypsilanti, Michigan
5	Sep 21, 2019		Sat	(9) Florida	34		Tennessee	3	Ben Hill Griffin Stadium - Gainesville, Florida
5	Sep 21, 2019		Sat	Florida Atlantic	42		Wagner	7	FAU Football Stadium - Boca Raton, Florida
5	Sep 21, 2019		Sat	Florida State	35		Louisville	24	Doak Campbell Stadium - Tallahassee, Florida
