,Random Walk,Elo,Bradley-Terry,TTU,AP Poll
Random Walk,0.0,0.905919398220026,0.906492313747786,0.1661985107258939,0.352806625317867
Elo,0.905919398220026,0.0,0.9462990094246791,0.20307051768511997,0.39963305370839836
Bradley-Terry,0.906492313747786,0.9462990094246791,0.0,0.10544557977687259,0.288859537431261
TTU,0.1661985107258939,0.20307051768511997,0.10544557977687259,0.0,-0.2595421390589104
AP Poll,0.352806625317867,0.39963305370839836,0.288859537431261,-0.2595421390589104,0.0
