1	Florida State	14-0	0	-	vs #2AuburnW34-31	-
2	Auburn	12-2	0	-	vs #1Florida StateL34-31	-
3	Michigan State	13-1	0	-	vs #11StanfordW24-20	-
4	South Carolina	11-2	0	-	vs #22WisconsinW34-24	-
5	Missouri	12-2	0	-	vs #17Oklahoma StateW41-31	-
6	Oklahoma	11-2	0	-	vs #7AlabamaW45-31	-
7	Alabama	11-2	0	-	vs #6OklahomaL45-31	-
8	Clemson	11-2	0	-	vs #12Ohio StateW40-35	-
9	Oregon	11-2	0	-	vsTexasW30-7	-
10	UCF	12-1	0	-	vs #13BaylorW52-42	-
11	Stanford	11-3	0	-	vs #3Michigan StateL24-20	-
12	Ohio State	12-2	0	-	vs #8ClemsonL40-35	-
13	Baylor	11-2	0	-	vs #10UCFL52-42	-
14	LSU	10-3	0	-	vsIowaW21-14	-
15	Louisville	12-1	0	-	vsMiamiW36-9	-
16	UCLA	10-3	0	-	vsVirginia TechW42-12	-
17	Oklahoma State	10-3	0	-	vs #5MissouriL41-31	-
18	Texas A&M	9-4	0	-	vs #23DukeW52-48	-
19	USC	10-4	0	NR	vsFresno StateW45-20	-
20	Notre Dame	9-4	0	-	vsRutgersW29-16	-
21	Arizona State	10-4	0	-	vsTexas TechL37-23	-
22	Wisconsin	9-4	0	-	vs #4South CarolinaL34-24	-
23	Duke	10-4	0	-	vs #18Texas A&ML52-48	-
24	Vanderbilt	9-4	0	NR	vsHoustonW41-24	-
