1	Sep 1, 2005	Thu	(20) Arizona State	63		Temple	16	
1	Sep 1, 2005	Thu	Cincinnati	28		Eastern Michigan	26	
1	Sep 1, 2005	Thu	Connecticut	38		Buffalo	0	
1	Sep 1, 2005	Thu	Marshall	36		William & Mary	24	
1	Sep 1, 2005	Thu	Minnesota	41	@	Tulsa	10	
1	Sep 1, 2005	Thu	Northwestern State	27	@	Louisiana-Monroe	23	
1	Sep 1, 2005	Thu	Oregon	38	@	Houston	24	
1	Sep 1, 2005	Thu	South Carolina	24		Central Florida	15	
1	Sep 1, 2005	Thu	Toledo	62		Western Illinois	14	
1	Sep 1, 2005	Thu	Vanderbilt	24	@	Wake Forest	20	
1	Sep 1, 2005	Thu	Washington State	38		Idaho	26	
1	Sep 2, 2005	Fri	Indiana	20	@	Central Michigan	13	
1	Sep 2, 2005	Fri	Utah	27		Arizona	24	
1	Sep 3, 2005	Sat	Air Force	20	@	Washington	17	
1	Sep 3, 2005	Sat	Alabama	26		Middle Tennessee State	7	
1	Sep 3, 2005	Sat	Arkansas	49		Missouri State	17	
1	Sep 3, 2005	Sat	Baylor	28	@	Southern Methodist	23	
1	Sep 3, 2005	Sat	(22) Boston College	20	@	Brigham Young	3	
1	Sep 3, 2005	Sat	(19) California	41		Sacramento State	3	
1	Sep 3, 2005	Sat	Clemson	25		(17) Texas A&M	24	
1	Sep 3, 2005	Sat	Colorado	31		Colorado State	28	
1	Sep 3, 2005	Sat	East Carolina	24		Duke	21	
1	Sep 3, 2005	Sat	(10) Florida	32		Wyoming	14	
1	Sep 3, 2005	Sat	(13) Georgia	48		(18) Boise State	13	
1	Sep 3, 2005	Sat	Georgia Tech	23	@	(16) Auburn	14	
1	Sep 3, 2005	Sat	Illinois	33		Rutgers	30	
1	Sep 3, 2005	Sat	(11) Iowa	56		Ball State	0	
1	Sep 3, 2005	Sat	Iowa State	32		Illinois State	21	
1	Sep 3, 2005	Sat	Kansas	30		Florida Atlantic	19	
1	Sep 3, 2005	Sat	Kansas State	35		Florida International	21	
1	Sep 3, 2005	Sat	Maryland	23	N	Navy	20	
1	Sep 3, 2005	Sat	(4) Michigan	33		Northern Illinois	17	
1	Sep 3, 2005	Sat	Michigan State	49		Kent State	14	
1	Sep 3, 2005	Sat	Mississippi State	38		Murray State	6	
