NotreDame	2082.4755172702003
OhioState	2038.4940764806806
Florida	2025.0082068993675
Alabama	1994.4265603200631
Stanford	1974.5051701586733
Oregon	1969.9022636754096
KansasState	1940.4521536186724
LouisianaState	1928.1919760078038
TexasA&M	1918.1772388849133
Oklahoma	1913.2430452229792
SouthCarolina	1913.014311283326
Georgia	1899.6416003026043
NorthernIllinois	1888.6722326788067
SanJose State	1852.4332934447625
Nebraska	1848.0042146803312
FloridaState	1834.2603080626611
Clemson	1831.0326898028788
UtahState	1825.874072465894
KentState	1822.8458181467893
OregonState	1798.5708079840294
Michigan	1772.5096925051569
BallState	1765.2800459901089
Louisville	1757.6792676920336
UCLA	1752.427919918974
BoiseState	1748.9094487851166
Northwestern	1745.5344963413345
ArkansasState	1743.669431366376
Cincinnati	1735.980799068898
PennState	1726.653004108549
SanDiego State	1718.384878353618
Texas	1718.0557374916402
Vanderbilt	1717.7395113326302
FresnoState	1716.2003512978488
Arizona	1709.5511901025075
Rutgers	1705.5201021729495
Wisconsin	1704.3333098198768
Toledo	1697.7661276490164
LouisianaTech	1692.5894707134255
OklahomaState	1690.3637301568701
Baylor	1683.0352272967937
Tulsa	1681.7462308888832
SouthernCalifornia	1680.8702381376588
MississippiState	1673.635604199514
Washington	1672.0785226984412
TexasChristian	1665.5623851960186
Syracuse	1654.748268070336
Navy	1649.0710534473067
WestVirginia	1646.3368879516029
BowlingGreen	1645.7311761324984
TexasTech	1630.6291949974109
MichiganState	1629.9998128204156
NorthCarolina	1629.6042763804842
CentralFlorida	1619.493909267163
Louisiana	1618.1199325969926
YoungstownState	1614.7719621146405
BrighamYoung	1610.917952542044
ArizonaState	1609.3926125728583
MiddleTennessee State	1608.5106264540336
Mississippi	1607.2136732134447
Louisiana-Monroe	1602.4554278170413
IowaState	1597.8112447046544
Texas-SanAntonio	1594.4751928284868
Ohio	1589.7518927558106
EastCarolina	1586.4365681955023
Missouri	1583.0905880842204
NorthDakota State	1579.437216915658
CalPoly	1576.7692627373497
Pittsburgh	1576.7392445837831
IllinoisState	1563.241758328701
NorthCarolina State	1556.6322000077682
VirginiaTech	1556.518928586907
Purdue	1553.4005273302503
GeorgiaTech	1539.3346198344334
McNeeseState	1533.134308430741
Duke	1528.5138597904415
WesternKentucky	1526.6601613865469
Tennessee-Martin	1524.8795618251138
Minnesota	1524.2200250752346
Miami	1522.3368164168926
Tennessee	1516.3613846096036
Utah	1495.9820200428292
Arkansas	1495.1061930287747
CentralMichigan	1490.9028667507594
StonyBrook	1475.7796640827007
Nevada	1475.0830894545147
SouthernMethodist	1473.410474228798
NorthernArizona	1465.8650790462798
WakeForest	1462.595153789862
TennesseeTech	1459.5467345782235
GeorgiaSouthern	1459.3438455493422
Wofford	1456.9037356138242
FloridaA&M	1452.8645283834228
Rice	1449.8664430922804
Furman	1449.314987717086
Iowa	1449.227892165061
AirForce	1448.391543121749
MurrayState	1447.4338071414363
California-Davis	1446.09063656443
Fordham	1442.9467596046816
SouthDakota	1440.592183913664
Connecticut	1440.3741628186729
DelawareState	1437.8825849097866
AlcornState	1434.4419611724632
NorthDakota	1432.708003919022
Howard	1432.4833542839392
CoastalCarolina	1430.3113433620563
JacksonState	1423.5857942260404
Temple	1422.5709570178033
PortlandState	1421.8946046168624
Buffalo	1421.667097695099
Elon	1421.5700547249396
NorthwesternOklahoma State	1421.522167819547
GramblingState	1421.0245298326015
NorfolkState	1421.0118718552244
JamesMadison	1419.9842004501438
VirginiaMilitary Institute	1419.084067545461
Indiana	1418.968589224529
TexasA&M-Commerce	1417.5883278687397
AppalachianState	1416.1697151294713
RhodeIsland	1416.128869518307
Virginia	1414.7918202509327
Troy	1414.7698698421082
WesternIllinois	1414.102403680926
Towson	1411.7126291829022
EasternWashington	1409.7137051871534
CentralArkansas	1409.6039973707377
Citadel	1408.7562852874285
Gardner-Webb	1405.9952329927085
MissouriState	1405.8155642841275
Auburn	1405.1848810682407
EasternKentucky	1403.277917156643
Marshall	1402.8964483806003
California	1400.6686350717036
NorthCarolina Central	1399.9953375536752
NewHampshire	1399.0198218378093
Bethune-Cookman	1397.063466945092
SouthernIllinois	1396.2219089759906
