1	LSU	12-2	0	-	@ #5Ohio StateW38-24	-
2	Georgia	11-2	0	-	vs #19Hawai'iW41-10	-
3	USC	11-2	0	-	vs #20IllinoisW49-17	-
4	Missouri	12-2	0	-	@ArkansasW38-7	-
5	Ohio State	11-2	0	-	vs #1LSUL38-24	-
6	West Virginia	11-2	0	-	@ #8OklahomaW48-28	-
7	Kansas	12-1	0	-	@ #9Virginia TechW24-21	-
8	Oklahoma	11-3	0	-	vs #6West VirginiaL48-28	-
9	Virginia Tech	11-3	0	-	vs #7KansasL24-21	-
10	Boston College	11-3	0	-	@Michigan StateW24-21	-
	Texas	10-3	0	-	vs #16Arizona StateW52-34	-
12	Tennessee	10-4	0	-	vs #24WisconsinW21-17	-
13	Florida	9-4	0	-	vs #18MichiganL41-35	-
14	BYU	11-2	0	-	vsUCLAW17-16	-
15	Auburn	9-4	0	-	vs #21ClemsonW23-20	-
16	Arizona State	10-3	0	-	@ #10TexasL52-34	-
17	Cincinnati	10-3	0	-	vsSouthern MississippiW31-21	-
18	Michigan	9-4	0	NR	@ #13FloridaW41-35	-
19	Hawai'i	12-1	0	-	@ #2GeorgiaL41-10	-
20	Illinois	9-4	0	-	@ #3USCL49-17	-
21	Clemson	9-4	0	-	@ #15AuburnL23-20	-
22	Texas Tech	9-4	0	NR	@VirginiaW31-28	-
23	Oregon	9-4	0	NR	vsSouth FloridaW56-21	-
24	Wisconsin	9-4	0	-	@ #12TennesseeL21-17	-
